question_id,difficulty,source_document_expected,hit_document@6,rank_first_correct,mrr,phrase_recall_in_chunks,retrieve_total_ms,index_mode,chunk_sources,error
Q001,easy,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,false,0,0.0,0.0,367.518,embedding,GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualTecnico_PrenatalPuerperio.pdf;CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf;CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf;ManualTecnico_PrenatalPuerperio.pdf,
Q002,easy,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,false,0,0.0,0.0,364.76,embedding,ManualTecnico_PrenatalPuerperio.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaReferenciaRapida_AtencaoAoPreNatalParaGestantesDeBaixoRisco_ProfissionaisSaude_2013.pdf,
Q003,easy,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,true,2,0.5,100.0,365.893,embedding,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualTecnico_PrenatalPuerperio.pdf,
Q004,easy,ManualTecnico_PrenatalPuerperio.pdf,true,2,0.5,0.0,366.735,embedding,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualTecnico_PrenatalPuerperio.pdf,
Q005,medium,GuiaReferenciaRapida_AtencaoAoPreNatalParaGestantesDeBaixoRisco_ProfissionaisSaude_2013.pdf,false,0,0.0,100.0,365.733,embedding,ManualTecnico_PrenatalPuerperio.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;ManualTecnico_PrenatalPuerperio.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_PrenatalPuerperio.pdf,
Q006,medium,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,true,1,1.0,0.0,365.015,embedding,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualGestacaoAltoRisco_2022.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q007,medium,ManualGestacaoAltoRisco_2022.pdf,false,0,0.0,100.0,367.012,embedding,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf,
Q008,easy,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,true,4,0.25,100.0,366.776,embedding,CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf;ManualGestacaoAltoRisco_2022.pdf;CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf,
Q009,medium,ManualGestacaoAltoRisco_2022.pdf,true,2,0.5,100.0,365.62,embedding,ManualTecnico_PrenatalPuerperio.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q010,easy,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,true,1,1.0,100.0,366.214,embedding,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf,
Q011,easy,GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf,true,2,0.5,0.0,374.645,embedding,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q012,hard,ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf,false,0,0.0,,366.207,embedding,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,
Q013,hard,ManualGestacaoAltoRisco_2022.pdf,true,2,0.5,,364.158,embedding,ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualGestacaoAltoRisco_2022.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q014,medium,ManualGestacaoAltoRisco_2022.pdf,false,0,0.0,50.0,367.809,embedding,CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf;ManualTecnico_PrenatalPuerperio.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf,
Q015,hard,ManualGestacaoAltoRisco_2022.pdf,true,1,1.0,,364.759,embedding,ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_PrenatalPuerperio.pdf,
Q016,medium,ManualGestacaoAltoRisco_2022.pdf,true,3,0.3333,100.0,373.465,embedding,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualGestacaoAltoRisco_2022.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_PrenatalPuerperio.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,
Q017,medium,ManualGestacaoAltoRisco_2022.pdf,true,5,0.2,100.0,365.403,embedding,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,
Q018,easy,ManualGestacaoAltoRisco_2022.pdf,true,1,1.0,0.0,368.627,embedding,ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,
Q019,medium,ManualGestacaoAltoRisco_2022.pdf,true,3,0.3333,0.0,365.08,embedding,ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q020,easy,ManualGestacaoAltoRisco_2022.pdf,true,3,0.3333,100.0,364.378,embedding,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_PrenatalPuerperio.pdf,
Q021,hard,ManualGestacaoAltoRisco_2022.pdf,true,2,0.5,,364.099,embedding,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q022,hard,ManualGestacaoAltoRisco_2022.pdf,true,1,1.0,100.0,368.152,embedding,ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,
Q023,hard,ManualGestacaoAltoRisco_2022.pdf,true,3,0.3333,,366.539,embedding,ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf,
Q024,easy,ManualGestacaoAltoRisco_2022.pdf,true,2,0.5,100.0,365.883,embedding,ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,
Q025,hard,ManualGestacaoAltoRisco_2022.pdf,true,2,0.5,100.0,366.391,embedding,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_PrenatalPuerperio.pdf,
Q026,hard,ManualGestacaoAltoRisco_2022.pdf,true,1,1.0,,366.003,embedding,ManualGestacaoAltoRisco_2022.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q027,medium,ManualGestacaoAltoRisco_2022.pdf,true,2,0.5,100.0,371.862,embedding,CadernoDeAtencaoAoPreNatal_RiscoHabitual_.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualTecnico_PrenatalPuerperio.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,
Q028,hard,ManualGestacaoAltoRisco_2022.pdf,true,2,0.5,,366.405,embedding,ManualTecnico_PrenatalPuerperio.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,
Q029,medium,ManualGestacaoAltoRisco_2022.pdf,true,6,0.1667,100.0,374.204,embedding,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q030,hard,ManualGestacaoAltoRisco_2022.pdf,true,1,1.0,,367.574,embedding,ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_PrenatalPuerperio.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_PrenatalPuerperio.pdf,
Q031,hard,ManualGestacaoAltoRisco_2022.pdf,true,1,1.0,0.0,367.481,embedding,ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,
Q032,hard,ManualGestacaoAltoRisco_2022.pdf,true,1,1.0,0.0,366.91,embedding,ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_PrenatalPuerperio.pdf,
Q033,hard,ManualGestacaoAltoRisco_2022.pdf,true,4,0.25,100.0,366.222,embedding,ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;ManualGestacaoAltoRisco_2022.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q034,easy,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,true,1,1.0,0.0,375.511,embedding,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,
Q035,easy,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,true,2,0.5,0.0,365.581,embedding,ManualTecnico_PrenatalPuerperio.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,
Q036,medium,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,true,4,0.25,0.0,369.924,embedding,GuiaReferenciaRapida_AtencaoAoPreNatalParaGestantesDeBaixoRisco_ProfissionaisSaude_2013.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,
Q037,medium,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,false,0,0.0,100.0,366.821,embedding,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q038,hard,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,true,4,0.25,0.0,367.065,embedding,CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q039,hard,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,true,1,1.0,100.0,369.088,embedding,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;GuiaReferenciaRapida_AtencaoAoPreNatalParaGestantesDeBaixoRisco_ProfissionaisSaude_2013.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,
Q040,easy,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,true,3,0.3333,0.0,370.747,embedding,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaReferenciaRapida_AtencaoAoPreNatalParaGestantesDeBaixoRisco_ProfissionaisSaude_2013.pdf,
Q041,easy,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,true,1,1.0,100.0,370.86,embedding,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualGestacaoAltoRisco_2022.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaReferenciaRapida_AtencaoAoPreNatalParaGestantesDeBaixoRisco_ProfissionaisSaude_2013.pdf,
Q042,medium,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,true,1,1.0,100.0,369.865,embedding,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;ManualTecnico_OficinaAtualizacaoEmPreNatal_ProfissionaisAtencaoBasica_2014.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;ManualTecnico_PrenatalPuerperio.pdf,
Q043,hard,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,true,1,1.0,,364.999,embedding,GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf,
Q044,easy,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,true,2,0.5,0.0,372.816,embedding,ManualTecnico_PrenatalPuerperio.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,
Q045,hard,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,true,1,1.0,100.0,367.883,embedding,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualGestacaoAltoRisco_2022.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf,
Q046,medium,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,true,1,1.0,0.0,370.753,embedding,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;CadernosDeAtencaoBasica_AtencaoAoPreNatalDeBaixoRisco_2012.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q047,medium,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,true,1,1.0,100.0,379.668,embedding,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaPreNatalDoParceiro_ProfissionaisSaude_2023.pdf,
Q048,easy,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,true,1,1.0,0.0,365.036,embedding,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualTecnico_PrenatalPuerperio.pdf;GuiaReferenciaRapida_AtencaoAoPreNatalParaGestantesDeBaixoRisco_ProfissionaisSaude_2013.pdf;ManualGestacaoAltoRisco_2022.pdf,
Q049,easy,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,true,1,1.0,0.0,365.436,embedding,GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf;GuiaDeAtencaoSaudeDaGestante_CriteriosParaEstratificacaoDeRiscoAcompanhamentoDaGestante_2024.pdf;ManualTecnico_PrenatalPuerperio.pdf;ManualGestacaoAltoRisco_2022.pdf;GuiaDoPreNatal_PuerperioNaAtencaoPrimariaSaude_2024.pdf,
